0,750,110,264,192,184,37.41,42.1,40.26,32.86,20.32
1,750,5,78,378,289,1.7,82.89,51.06,45.19,20.09
2,750,5,47,409,289,1.7,89.69,55.2,61.32,21.72
3,750,80,59,397,214,27.21,87.06,63.6,70.18,29.7
4,750,141,78,378,153,47.95,82.89,69.19,72.95,38.1
5,750,156,86,370,138,53.06,81.14,70.13,73.91,40.39
6,750,151,86,370,143,51.36,81.14,69.46,75.14,39.4
7,750,158,87,369,136,53.74,80.92,70.26,75.96,40.72
8,750,162,92,364,132,55.1,79.82,70.13,76.54,41.15
9,750,162,92,364,132,55.1,79.82,70.13,77.59,41.15
10,750,155,82,374,139,52.72,82.01,70.53,78.19,40.5
11,750,174,88,368,120,59.18,80.7,72.26,79.34,44.06
12,750,171,82,374,123,58.16,82.01,72.66,79.97,43.88
13,750,164,71,385,130,55.78,84.42,73.2,80.65,43.22
14,750,170,65,391,124,57.82,85.74,74.8,81.03,45.02
15,750,171,67,389,123,58.16,85.3,74.66,80.96,45.08
16,750,177,70,386,117,60.2,84.64,75.06,81.5,46.22
17,750,173,67,389,121,58.84,85.3,74.93,82.52,45.54
18,750,180,68,388,114,61.22,85.08,75.73,82.49,47.09
19,750,177,62,394,117,60.2,86.4,76.13,83.01,46.88
20,750,174,67,389,120,59.18,85.3,75.06,83.11,45.77
21,750,181,66,390,113,61.56,85.52,76.13,83.6,47.5
22,750,170,63,393,124,57.82,86.18,75.06,83.54,45.18
23,750,176,52,404,118,59.86,88.59,77.33,83.91,47.46
24,750,174,48,408,120,59.18,89.47,77.6,84.65,47.31
25,750,181,59,397,113,61.56,87.06,77.06,84.08,48.08
26,750,177,44,412,117,60.2,90.35,78.53,85.35,48.35
27,750,181,64,392,113,61.56,85.96,76.4,84.76,47.67
28,750,184,54,402,110,62.58,88.15,78.13,85.2,49.24
29,750,190,51,405,104,64.62,88.81,79.33,85.76,51.02
30,750,192,50,406,102,65.3,89.03,79.73,85.72,51.64
31,750,187,47,409,107,63.6,89.69,79.46,85.69,50.59
32,750,190,51,405,104,64.62,88.81,79.33,86.26,51.02
33,750,182,45,411,112,61.9,90.13,79.06,86.42,49.49
34,750,185,43,413,109,62.92,90.57,79.73,85.82,50.42
35,750,186,44,412,108,63.26,90.35,79.73,86.43,50.59
36,750,171,37,419,123,58.16,91.88,78.66,86.29,47.5
37,750,192,49,407,102,65.3,89.25,79.86,86.64,51.72
38,750,183,40,416,111,62.24,91.22,79.86,87.14,50.16
39,750,183,44,412,111,62.24,90.35,79.33,86.7,49.83
40,750,191,54,402,103,64.96,88.15,79.06,86.84,51.03
41,750,187,40,416,107,63.6,91.22,80.4,87.22,51.18
42,750,192,46,410,102,65.3,89.91,80.26,87.44,51.98
43,750,185,41,415,109,62.92,91.0,80.0,87.69,50.59
44,750,185,40,416,109,62.92,91.22,80.13,88.0,50.67
45,750,191,43,413,103,64.96,90.57,80.53,87.99,51.97
46,750,196,41,415,98,66.66,91.0,81.46,87.83,53.5
47,750,188,35,421,106,63.94,92.32,81.2,88.41,51.87
48,750,198,29,427,96,67.34,93.64,83.33,89.08,55.11
49,750,197,43,413,97,67.0,90.57,81.33,87.95,53.6
50,750,206,48,408,88,70.06,89.47,81.86,88.73,55.71
51,750,202,42,414,92,68.7,90.78,82.13,88.93,55.09
52,750,199,37,419,95,67.68,91.88,82.4,88.89,54.69
53,750,193,33,423,101,65.64,92.76,82.13,88.68,53.37
54,750,193,38,418,101,65.64,91.66,81.46,88.83,52.94
55,750,203,37,419,91,69.04,91.88,82.93,88.9,55.83
56,750,205,45,411,89,69.72,90.13,82.13,88.94,55.69
57,750,199,37,419,95,67.68,91.88,82.4,89.45,54.69
58,750,203,34,422,91,69.04,92.54,83.33,89.35,56.1
59,750,187,26,430,107,63.6,94.29,82.26,89.29,52.37
60,750,209,49,407,85,71.08,89.25,82.13,89.36,56.51
61,750,200,33,423,94,68.02,92.76,83.06,89.67,55.32
62,750,212,45,411,82,72.1,90.13,83.06,89.36,57.79
63,750,203,28,428,91,69.04,93.85,84.13,89.8,56.64
64,750,213,46,410,81,72.44,89.91,83.06,89.71,58.0
65,750,212,50,406,82,72.1,89.03,82.4,89.29,57.32
66,750,210,51,405,84,71.42,88.81,82.0,89.29,56.62
67,750,211,38,418,83,71.76,91.66,83.86,89.97,58.13
68,750,211,41,415,83,71.76,91.0,83.46,89.56,57.85
69,750,220,44,412,74,74.82,90.35,84.26,90.45,60.42
70,750,213,43,413,81,72.44,90.57,83.46,89.95,58.28
71,750,203,38,418,91,69.04,91.66,82.8,90.43,55.74
72,750,211,41,415,83,71.76,91.0,83.46,90.02,57.85
73,750,214,32,424,80,72.78,92.98,85.06,90.5,59.62
74,750,205,31,425,89,69.72,93.2,84.0,90.58,56.96
75,750,211,40,416,83,71.76,91.22,83.6,90.36,57.94
76,750,212,37,419,82,72.1,91.88,84.13,90.55,58.53
77,750,213,48,408,81,72.44,89.47,82.8,90.57,57.82
78,750,207,41,415,87,70.4,91.0,82.93,90.34,56.64
79,750,213,40,416,81,72.44,91.22,83.86,90.54,58.56
80,750,223,52,404,71,75.85,88.59,83.6,90.32,60.63
81,750,221,44,412,73,75.17,90.35,84.4,90.47,60.74
82,750,211,41,415,83,71.76,91.0,83.46,90.5,57.85
83,750,221,50,406,73,75.17,89.03,83.6,90.49,60.17
84,750,219,48,408,75,74.48,89.47,83.6,90.64,59.71
85,750,208,39,417,86,70.74,91.44,83.33,90.24,57.12
86,750,204,37,419,90,69.38,91.88,83.06,89.68,56.12
87,750,210,42,414,84,71.42,90.78,83.2,90.39,57.45
88,750,210,39,417,84,71.42,91.44,83.6,90.78,57.73
89,750,224,47,409,70,76.19,89.69,84.4,90.57,61.45
90,750,220,48,408,74,74.82,89.47,83.73,90.43,60.03
