Wall time,Step,Value
1592935216.926885,0,0.4536585509777069
1592935220.278815,1,0.37710437178611755
1592935223.6608768,2,0.395256906747818
1592935227.006606,3,0.359183669090271
1592935230.5055149,4,0.4354066848754883
1592935234.1252375,5,0.46192893385887146
1592935237.897784,6,0.5549132823944092
1592935241.9128046,7,0.5325443744659424
1592935245.6298203,8,0.5776397585868835
1592935249.5176785,9,0.6209150552749634
1592935253.4464064,10,0.6040268540382385
1592935257.3728917,11,0.590062141418457
1592935261.0824678,12,0.5962733030319214
1592935265.1542583,13,0.581818163394928
1592935269.2943335,14,0.6024844646453857
1592935273.235666,15,0.6305732727050781
1592935277.6142483,16,0.6178343892097473
1592935281.4637105,17,0.6069363951683044
1592935285.486461,18,0.5953757166862488
1592935289.4125717,19,0.5739644765853882
1592935293.9551713,20,0.6300578117370605
1592935297.6703117,21,0.6077347993850708
1592935301.483771,22,0.6187845468521118
1592935305.5342324,23,0.6242774724960327
1592935310.2930152,24,0.6187845468521118
1592935314.311566,25,0.6271186470985413
1592935317.7215016,26,0.637837827205658
1592935321.5172405,27,0.6553672552108765
1592935324.9987044,28,0.6863905191421509
1592935328.5624402,29,0.6296296119689941
1592935332.0865123,30,0.6408839821815491
1592935335.5244184,31,0.6464088559150696
1592935338.942382,32,0.6296296119689941
1592935342.389466,33,0.46887966990470886
1592935345.8420334,34,0.5771144032478333
1592935349.2549994,35,0.5707316994667053
1592935352.6992273,36,0.6019900441169739
1592935356.094033,37,0.5989847779273987
1592935359.4920895,38,0.5539906024932861
1592935362.9368796,39,0.5804877877235413
1592935366.4058924,40,0.5693780183792114
1592935369.8105292,41,0.7052023410797119
1592935373.2596567,42,0.5109170079231262
1592935376.7061043,43,0.6349206566810608
1592935380.097905,44,0.6192893385887146
1592935383.5487103,45,0.6507936716079712
1592935387.448179,46,0.6321243643760681
1592935391.1591165,47,0.5727699398994446
1592935394.5586371,48,0.6192893385887146
1592935397.9866405,49,0.6424870491027832
1592935401.4153428,50,0.7212121486663818
1592935405.3086896,51,0.7283236980438232
1592935409.234906,52,0.7052023410797119
1592935413.1602585,53,0.6613756418228149
1592935417.1020522,54,0.6269429922103882
1592935421.0609112,55,0.6906077265739441
1592935424.711688,56,0.6702702641487122
1592935428.2649384,57,0.6507936716079712
1592935431.7087252,58,0.6850828528404236
1592935435.4484346,59,0.7692307829856873
1592935439.3614411,60,0.6666666865348816
1592935442.8931937,61,0.7398843765258789
1592935446.3865044,62,0.715976357460022
1592935450.4012778,63,0.7288135886192322
1592935453.9015038,64,0.7453415989875793
1592935457.7403612,65,0.7455621361732483
1592935461.2256498,66,0.7701863646507263
1592935464.8257732,67,0.6735751032829285
1592935468.3448193,68,0.6756756901741028
1592935471.8631537,69,0.6772486567497253
1592935475.5210147,70,0.715976357460022
1592935479.1055577,71,0.682539701461792
1592935482.644606,72,0.682539701461792
1592935486.2982378,73,0.7062146663665771
1592935489.8516207,74,0.682539701461792
1592935493.3779902,75,0.7283236980438232
1592935496.8870862,76,0.7278106212615967
1592935500.384816,77,0.7027027010917664
1592935503.8900807,78,0.6878306865692139
1592935507.3304312,79,0.7118644118309021
1592935510.8172214,80,0.7109826803207397
1592935514.3055358,81,0.7071823477745056
1592935517.7447975,82,0.5868544578552246
1592935521.6472964,83,0.6594594717025757
1592935525.761153,84,0.7636363506317139
1592935529.642264,85,0.7398843765258789
1592935533.4524398,86,0.694915235042572
1592935537.1796362,87,0.7573964595794678
1592935541.442847,88,0.7514451146125793
1592935545.2232373,89,0.6918919086456299
1592935548.9348881,90,0.6810810565948486
1592935553.168259,91,0.7292817831039429
1592935557.1048281,92,0.708108127117157
1592935560.722189,93,0.6666666865348816
1592935564.2514646,94,0.7016574740409851
1592935567.8085697,95,0.7231638431549072
1592935571.329105,96,0.7237569093704224
1592935575.003534,97,0.7231638431549072
1592935578.7350006,98,0.7071823477745056
1592935582.2681618,99,0.6906077265739441
1592935585.79941,100,0.7344632744789124
1592935589.5172765,101,0.7344632744789124
1592935593.1452754,102,0.7344632744789124
1592935596.712452,103,0.7456647157669067
1592935600.2577655,104,0.6918919086456299
1592935603.8206022,105,0.7237569093704224
1592935607.3277137,106,0.7401130199432373
1592935610.9089034,107,0.7633135914802551
1592935614.678735,108,0.7062146663665771
1592935618.4955678,109,0.7283236980438232
1592935622.110457,110,0.7182320356369019
1592935625.9256854,111,0.7341040372848511
1592935629.4447124,112,0.6878306865692139
1592935632.9488745,113,0.7572254538536072
1592935637.0344975,114,0.7455621361732483
1592935640.8630502,115,0.7687861323356628
1592935644.374823,116,0.7577639818191528
1592935647.9477391,117,0.7939394116401672
1592935651.4854834,118,0.7341040372848511
1592935654.9540493,119,0.739393949508667
1592935658.432411,120,0.8121212124824524
1592935662.2057772,121,0.7639751434326172
1592935665.765502,122,0.7237569093704224
1592935669.3028848,123,0.6972972750663757
1592935672.9484243,124,0.7455621361732483
1592935676.5779498,125,0.7572254538536072
1592935680.2898846,126,0.7456647157669067
1592935684.0261729,127,0.7810651063919067
1592935687.5954564,128,0.7456647157669067
1592935691.199889,129,0.8198757767677307
1592935694.7402232,130,0.682539701461792
1592935698.3965757,131,0.7692307829856873
1592935702.0405924,132,0.763005793094635
1592935705.6147194,133,0.7027027010917664
1592935709.1508565,134,0.7398843765258789
1592935713.0579119,135,0.6772486567497253
1592935716.7158737,136,0.7344632744789124
1592935720.2660027,137,0.7457627058029175
1592935723.8398352,138,0.7457627058029175
1592935728.004413,139,0.8074533939361572
1592935731.7640522,140,0.6594594717025757
1592935735.262142,141,0.7751479148864746
1592935738.7457721,142,0.8121212124824524
1592935742.2723305,143,0.7292817831039429
1592935745.770449,144,0.7950310707092285
1592935749.2770026,145,0.7456647157669067
1592935752.7670937,146,0.8152866363525391
1592935756.2453675,147,0.7457627058029175
1592935759.7232711,148,0.7888198494911194
1592935763.2893422,149,0.7453415989875793
1592935766.8590934,150,0.682539701461792
1592935770.8366382,151,0.6666666865348816
1592935774.74047,152,0.8121212124824524
1592935778.2874942,153,0.8074533939361572
1592935781.9839768,154,0.7401130199432373
1592935785.5363429,155,0.682539701461792
1592935789.0943716,156,0.7027027010917664
1592935792.6601064,157,0.8322981595993042
1592935796.2594593,158,0.8074533939361572
1592935800.0640373,159,0.7401130199432373
1592935803.8447642,160,0.8060606122016907
1592935807.3721402,161,0.6918919086456299
1592935810.9003744,162,0.7928994297981262
1592935814.439851,163,0.8260869383811951
1592935817.986177,164,0.6972972750663757
1592935821.517038,165,0.7818182110786438
1592935825.0996788,166,0.8385093212127686
1592935828.7267175,167,0.8385093212127686
1592935832.279364,168,0.7457627058029175
1592935835.8354137,169,0.7818182110786438
1592935839.3865886,170,0.8322981595993042
1592935842.9184299,171,0.7950310707092285
1592935846.6448193,172,0.8385093212127686
1592935850.304683,173,0.7810651063919067
1592935854.3668754,174,0.7707006335258484
1592935857.994076,175,0.7687861323356628
1592935861.8618276,176,0.800000011920929
1592935865.5385678,177,0.7810651063919067
1592935869.1447008,178,0.6878306865692139
1592935872.8538358,179,0.8260869383811951
1592935876.7075946,180,0.8322981595993042
1592935880.5002315,181,0.8385093212127686
1592935884.0778549,182,0.8074533939361572
1592935887.6967366,183,0.7572254538536072
1592935891.7790897,184,0.8074533939361572
1592935895.7160594,185,0.7572254538536072
1592935899.302704,186,0.8060606122016907
1592935902.8175347,187,0.7869822382926941
1592935906.73789,188,0.7878788113594055
1592935910.3668272,189,0.8121212124824524
1592935914.156815,190,0.7757575511932373
1592935918.3119888,191,0.7027027010917664
1592935922.4349265,192,0.8074533939361572
1592935926.5054138,193,0.8181818127632141
1592935930.592789,194,0.7878788113594055
1592935934.6663523,195,0.7878788113594055
1592935938.7153003,196,0.8198757767677307
1592935942.8215253,197,0.763005793094635
1592935946.97499,198,0.8136646151542664
1592935951.0253043,199,0.8012422323226929
